Entry,genomic_dna_id
A0A1B9RUB5,OCI96815.1
R2RTW4,EOH83926.1
A0A0Q4JU48,KQN14403.1
A0A022J1J0,EYT25932.1
A0A2K7ZCW7,AHM71621.1
A0A0W0S7Z6,KTC79241.1
A0A0J6CW68,KMM36329.1
A0A0M9CQK7,KOY57223.1
A0A0X8PN84,AMG49194.1
A0A0Q5RXE5,KQS15532.1
F3B2V4,EGG92413.1
A0A2J7YZE2,PNG93391.1
A0A1M5W076,SHH80818.1
E8URJ5,ADV79518.1
G5JLW0,EHJ06819.1
A0A0D1D670,KIT15498.1
A0A1M5XKI9,SHI00365.1
A0A2G8DN01,PIJ63681.1
A0A2I1WYL6,PLA35491.1
B5EHZ7,ACH38261.1
A0A2H0UC99,PIR83296.1
E0Q1A9,EFM35685.1
A0A1V9ELP3,OQP47068.1
A0A173W1V8,CUN32345.1
A0A1B7JV10,OAT51757.1
A0A1B8ZNU6,OCA73255.1
A0A1H3YME7,SEA12726.1
A0A0Q5EEM5,KQQ49969.1
A0A075R1Z0,AIG25238.1
A0A1E7Y9A7,OFB37917.1
A0A0R2CDT5,KRM89919.1
K8E6R1,CCO12494.2
A0A239C3M8,SNS14786.1
A0A0G1B2R6,KKS67489.1
A0A0S8B939,KPK08162.1
A0A076HPT5,AII51501.1
A0A0N1B855,KPF67777.1
A0A1I3CMG1,SFH75760.1
C8X7S2,ACV80925.1
J8BD61,EJQ49640.1
A0A1E3GQF4,ODN66279.1
A0A2A4D8C4,PCD91856.1
A0A1V3IJW7,OOF41725.1
A0A1H1KW55,SDR66270.1
A0A2S1QAL1,AWH73612.1
A0A2T6LDE6,PUB30485.1
A0A2T0TWC7,PRY50006.1
A0A1M6SZT7,SHK50221.1
A0A1A2M2S0,OBG97216.1
A0A1H1SS71,SDS50586.1
A0A136QIU5,KXK70592.1
A0A2M7IV87,PIW99781.1
A0A1G9K1R0,SDL43265.1
N1JMJ3,CCU84327.1
A0A0H4W1L1,AKQ43408.1
A0A0K2ZWI1,CTP87690.1
A0A0A3HWW2,KGR74833.1
A0A089LUV5,AIQ63008.1
A0A1B0ZHG6,ANP27429.1
A0A285ZB06,SOD06870.1
S9B5K9,EPV87355.1
G2GQY0,EGX31354.1
A0A143NL67,AMX96707.1
A0A2K3QV13,PNY31357.1
A0A2M7RC96,PIY94378.1
G2G7S8,EGX60504.1
W4UNL5,GAE82402.1
A0A137RKQ1,KXO00757.1
A0A137RF15,KXN98088.1
A0A2H0SQX0,PIR60375.1
A0A1Q5AK37,OKI59427.1
A0A1G0VFM4,OGV07718.1
A0A2G6ZC56,PIG03872.1
A0A1H0V995,SDP74961.1
A0A1K1S678,SFW79859.1
A0A010ZIK8,EXG87043.1
A0A2N6UZX1,PMC90552.1
A0A2H5BAB6,AUG81344.1
A7VSP2,EDO61188.1
A0A2K9EFB9,AUH33633.1
A0A0F0L6J2,KJL28753.1
A0A1R4HZ47,SJN12756.1
A0A1Q4ZWR1,OKI51217.1
A0A1I3MU02,SFJ00166.1
A0A133NB37,KXA13489.1
J8JM90,EJR52758.1
A0A2M7WVP0,PJA37115.1
G0F4D3,AEJ58684.1
A0A1A8XN79,SBT06615.1
A0A1M6QRY6,SHK22873.1
A0A0E0VAU7,AEQ14536.1
A8SP53,EDP27710.1
A0A2I3EY32,KMV23833.1
G6F3Z4,EHE91549.1
A0A1Y3R1G7,OUN02640.1
A0A1N6RPC7,SIQ30724.1
R5JYN0,CCY57874.1
A0A1B7XDH0,OBQ51988.1
T5LB83,EQM87820.1
U2PJY6,ERK50870.1
A0A1C4QWD9,SCE27104.1
A0A1M6ZC17,SHL27893.1
A0A1N7DLA3,SIR76616.1
A0A093SQS4,KFW99021.1
A0A1I7BCV4,SFT85026.1
A0A1F2KC59,OFV19730.1
A0A0G3WIZ2,AKL97860.1
A0A1M6TG31,SHK55941.1
A0A254SW71,OWV27180.1
A0A1H7PC77,SEL33390.1
A0A2B4N9I7,PFW76339.1
A0A2P2F691,GBF68818.1
A0A2S8YYT1,PRA67994.1
J0MR86,EJF34557.1
A0A0B4W7N3,AJD30251.1
A0A1Q8DE15,OLF30611.1
C7MN86,ACU94376.1
A0A0R0CJK0,KRG70092.1
R7IIW3,CDE51575.1
G7SNY2,AER21642.1
A0A1G5PJR5,SCZ49289.1
A0A0N0EQ62,KPY62916.1
A0A1H8MBR5,SEO14720.1
A0A1F6CLX8,OGG50254.1
A0A0F7VYC2,CQR63553.1
A0A074MJE3,KEO91983.1
M5PTL0,EMG37419.1
A0A0X4EGQ8,KUQ80798.1
A0A2A2GWL0,PAV01501.1
A0A1F0E289,OFO30376.1
A0A139NM94,KXT77095.1
A0A1I1XWQ8,SFE11807.1
A0A1N7P712,SIT06239.1
A0A1R1A9J0,OME82087.1
D7W6F1,EFK35420.1
W1SN21,ETI70632.1
A0A285M983,SNY92536.1
A0A261G8C5,OZG67677.1
W1TLG1,ETI82452.1
A0A1Q5LHY6,OKJ99649.1
A0A1Z5SJ32,OSZ82364.1
A0A071LCR7,KEA46262.1
A0A1M6B5I6,SHI43991.1
A0A1X2A4L9,ORW38362.1
S2EV57,EPA95658.1
R6CYP0,CDA76716.1
C9MPX8,EEX18481.1
A0A1Q5QVV5,OKO67623.1
A0A1H6GHM7,SEH22999.1
A0A0M9BC16,KOY09123.1
A0A2N2W4U0,PKO99229.1
A0A1A2N618,OBH10552.1
A0A1G7UM10,SDG48645.1
A0A1Q7HID0,OLC51186.1
A0A1Z4L9M5,BAY77782.1
A0A2U9UAD2,AWV25116.1
A0A2N7W2M3,PMS23660.1
A0A1G5QQF2,SCZ63977.1
A0A221P1E3,ASN25982.1
A0A2X2KTG4,SQA09977.1
K8NNZ2,EKS27938.1
A0A2G5K2G9,PIB23213.1
A0A2S1Z2L9,AWK10586.1
A0A2S1KSQ7,AWF96049.1
A0A2U0WPT8,PVX84160.1
A0A2W4CG17,PZM12039.1
A0A2T0TUH3,PRY49300.1
A0A266QB09,OZY87073.1
A0A1B7XF77,OBQ52834.1
A0A1A8XML7,SBT05657.1
A0A0G9MWH9,KLE35096.1
U5NCK7,AGX87958.1
A0A147E3C8,KTR77944.1
A0A257QCH9,OYV46179.1
A0A0U1MLT4,CRI10353.1
A0A1A9HW10,ANH79588.1
U2FEG4,ERJ28827.1
A0A0C9QZ49,GAN43398.1
A0A0A3AQ64,KGQ71501.1
A0A2G6UGZ7,PIF45137.1
A0A0D0MTU2,KIQ32575.1
J2ZV45,EJL22534.1
A0A1Q5MMW3,OKK15516.1
A0A2B8U0Y3,PGL70725.1
J0MKE2,EJF34674.1
A0A0Q8Q3B0,KRB80059.1
A0A0Q8NXH0,KRB63146.1
A0A1Q5RGI5,OKO74839.1
W1KSG8,EPR16235.1
A0A088EUB5,AIM36046.1
A0A0Q5IT36,KQR12143.1
J4S5L1,EJO54917.1
A0A1T4W0T0,SKA70685.1
A0A1G7ZGK4,SDH07881.1
A0A0H2M7H9,KLN56727.1
A0A1I4XU85,SFN29412.1
A0A1I2FZ66,SFF10694.1
A0A1J5GZM1,OIP77692.1
A0A0D0SHX3,KIR11970.1
A0A1G9AAJ5,SDK24291.1
A0A0Q0YP07,KQC45952.1
A0A1K2CMJ9,SFY11708.1
A0A1I2F8U3,SFF00971.1
A0A0T6VJY3,KRW70559.1
A0A2M7ID09,PIW73541.1
A0A2P8NCD0,PSM17354.1
A0A2W5PUY7,PZQ69731.1
A0A2T4SZ03,PTL10828.1
A0A177KHV5,OAH52978.1
A0A239GZM7,SNS74676.1
A0A0M8UNK2,KOV44918.1
W3AS38,ETP72882.1
A0A0E2GE64,ENV41516.1
K0P6P8,CCM10536.1
A0A2U2ASJ7,PWD87241.1
A0A2M8VRK5,PJI80106.1
A0A1L8U184,OJG50320.1
A0A1C7DAE4,ANU08397.1
A0A099HW33,KGJ49640.1
A0A1Q5LVE2,OKK05907.1
A0A1Q5NEN1,OKK24918.1
A0A257V3N0,OYW03637.1
A0A109JF67,KWV47784.1
A0A1M7SNM2,SHN60060.1
A0A0G0LFS6,KKQ89922.1
A0A136NTB3,KXK49379.1
A0A0C1L5L1,KID31890.1
A0A2N8B8D9,PMY62221.1
A0A0L8A6H2,KOE97739.1
A0A1V0XC96,ARF99629.1
A0A2N1IV01,PKI24568.1
I6B8B6,EIQ03508.1
R7DNS4,CDD90992.1
C6BF88,ACS64130.1
F8A6M2,AEI11082.1
R9L7K6,EOS54670.1
A0A0Q3HS19,KQK25333.1
A0A0Q9CPQ6,KRD45517.1
A0A0P9Q487,KPX22121.1
A0A1W9HQS1,OQW49602.1
A0A0Q8IFD1,KRA95112.1
F3ZU51,EGJ71152.1
A0A1E4UWC1,OEC34034.1
A0A0R2E8C8,KRN12783.1
D5MEQ1,CBE68230.1
R0A9S7,ENZ48980.1
A0A0K0SEJ2,AKR37716.1
A0A0X8C233,AMA49079.1
A0A151D371,KYK08256.1
A0A1W6BWQ9,ARJ56497.1
A0A1T1HWK0,OOV94132.1
A0A1Y5RPR5,SLN22212.1
A0A0J0YFS0,KLT68991.1
A0A1X2C672,ORW71448.1
A0A1I0WAP8,SFA85437.1
A0A0R2MTC7,KRO16872.1
A0A1W6MLX6,ARN78593.1
A0A0C2UYZ0,KIM07183.1
R6N1U8,CDB92002.1
A0A1J5ML35,OIQ40257.1
A0A0W1DPQ8,KTE20107.1
A0A238K2M0,SMX37158.1
A0A0P1F2L4,CUH61862.1
R5TZR1,CCZ64451.1
A0A2N9PDF9,SPE78385.1
A0A246GH71,OWP83483.1
T0V4M1,EQC93020.1
A0A0Q4CHB0,KQM24468.1
A0A1M5FCN3,SHF89350.1
A0A1I1SNY5,SFD48164.1
F3VAZ7,EGI91414.1
A0A1G8S9V7,SDJ25957.1
A0A1M7IF14,SHM39341.1
I9KL27,EIV94988.1
A0A2N4TB14,PLC15414.1
A0A239Y883,SDL30939.1
B5CLP3,EDY33814.1
A0A1F7QRY7,OGL31247.1
A0A1I2ZNQ5,SFH39139.1
S2VI14,EPD26386.1
S2KH42,EPB99667.1
A0A1X7J649,SMG22399.1
A0A1C7B9X1,ERV71997.1
A0A1F8QV80,OGO39335.1
A0A1S2H0D3,OIH97498.1
B5CR42,EDY32204.1
A0A2M6YU69,PIU37013.1
A0A255ELM1,OYN92439.1
A0A2S4S6C4,POV23681.1
G5MP32,EHC44953.1
A7IBC1,ABS65314.1
A0A1I3NE06,SFJ07544.1
Q2KTS2,CAJ50938.1
A0A1H5PUG2,SEF16848.1
A0A1H2M4G9,SDU88140.1
R2NY76,EOH48931.1
A0A2L1HQQ7,AVD84825.1
A0A1X1ZLD6,ORW24167.1
F9N4B6,EGS38455.1
A0A246FU17,OWP69054.1
A0A2N5FR36,PLR70955.1
A0A2V5EQP4,PYG74938.1
A0A101I5Y0,KUK89436.1
J6EH74,EJV16661.1
A0A069EX21,KDN58162.1
D1BNK2,ACZ24959.1
A0A1I0ABF3,SES91005.1
A0A062XPQ8,KDA50545.1
A0A1E9MSV7,OFM31071.1
A0A0Q8XFC7,KRC79716.1
D6ZVT7,ADH00993.1
A0A1C3VU22,SCB31231.1
A0A0N0MDR7,KPH85603.1
A0A1G3JRC2,OHC95351.1
A0A2G3NS79,PHV56405.1
A0A2E9SL38,MBU71672.1
A0A2D4SDM2,MAA75257.1
A0A2P0VML5,AUF82136.1
A0A1V3KFG9,OOF76130.1
A0A1V3KFG9,OOF79309.1
A0A1V3J6A7,OOF50441.1
A0A1V3JS20,OOF59446.1
A0A1V3IVM0,OOF46250.1
A0A1V3K4Z7,OOF67911.1
K2FGH3,EKE21653.1
A0A0F8ZZI4,KKK71794.1
X1FTI6,GAH24073.1
A0A0F9Y5Q3,KKN99963.1
X1RFD3,GAI79417.1
A0A1W1C5V1,SFV61156.1
K1VBD8,EKC81246.1
W1WLN3,ETJ19053.1
K1UIM1,EKC71411.1
A0A160TMA8,CUS45678.1
K1S423,EKC48455.1
A0A160U0A3,CUS55974.1
A0A1V3J8X5,OOF51491.1
A0A1V3JNQ2,OOF58037.1
A0A1V3JF61,OOF55047.1
A0A1V3IKW9,OOF42252.1
A0A1V3KTR0,OOF81049.1
A0A1V3L3E9,OOF84120.1
A0A1V3LE26,OOF87683.1
A0A1V3LA68,OOF86439.1
K2DNC8,EKD98796.1
K2ELG5,EKD99259.1
A0A2P2C679,CUR57481.1
K2CI70,EKD92630.1
D9PKW9,EFK95798.1
A0A2P2CAA3,CUR57822.1
A0A1H0UE52,SDP64459.1
R6LHQ4,CDB73747.1
A0A1W0X838,OQV23431.1
A0A2P6LNH7,PRD40131.1
A0A1W0WMI4,OQV16426.1
A0A1W0WXZ3,OQV20081.1
A0A2P6KB18,PRD23515.1
Q0CER3,EAU32083.1
A0A2I1CV50,PKY01503.1
G0S8L7,EGS21977.1
A0A2K1R2X5,PNS21647.1
A0A1J7JQK0,OIW32208.1
A0A2J5HRB6,PLN79738.1
S8A6R4,EPS38539.1
A0A074WJN4,KEQ70037.1
A0A2T4CGB0,PTB80611.1
M2VBW0,EMD97183.1
L7JJH9,ELQ67710.1
A0A1W5D407,SLM37878.1
A0A0D9P1Q3,KJK80164.1
A0A135SWT2,KXH40321.1
E9EYI4,EFY99025.1
A0A010QMY9,EXF78080.1
N4VEH8,ENH80740.1
A0A066XKI2,KDN66545.1
A0A0F8X4D0,KKK24530.1
A0A1W2TGP5,GAP87283.1
A0A168K9L3,OAA81404.1
B0Y0H7,EDP53447.1
A0A1V6Q6P7,OQD84903.1
A0A178ATG9,OAL01146.1
A0A151GQV1,KYK59487.1
C9S828,EEY14874.1
A0A165MDR2,KZT65547.1
G2Y718,CCD48420.1
A0A1B8AG11,OBS19410.1
A0A086TEG9,KFH47751.1
A0A162MRD7,OAA65710.1
A0A086TJR4,KFH62191.1
S8BBZ7,EPS32392.1
X0CTD4,EXK94139.1
X0IYU1,EXL89130.1
A0A135UZB5,KXH65758.1
A0A1Y2WR75,OTB11667.1
A0A2T3ZLJ6,PTB45687.1
X0NGD9,EXM31690.1
A0A1V6Y6E9,OQE83036.1
A0A1Y3N5A1,OUM62946.1
A0A075AQE8,EPZ32443.1
J4KQK6,EJP69369.1
A0A218ZAV7,OWP04306.1
A0A1V6U2Y6,OQE32891.1
A0A1Q8S823,OLN97598.1
Q4WFI1,EAL86496.1
X0IZG5,EXL94328.1
N4WY41,ENI04355.1
A0A0U5GF33,CEL10368.1
E9E942,EFY87546.1
A0A2L2SQK8,CEI40374.1
A0A165G0K6,KZT57447.1
A0A1L7V9A2,CZR36754.1
A0A1E1LMK9,CZT11731.1
A0A177DB29,OAG16521.1
M5FSX5,EJT98414.1
A0A2T3B999,PSS23412.1
A0A194UPZ5,KUI53752.1
A0A0M9F280,KPA44420.1
G4UIR8,EGZ73994.1
A0A0D0C4V3,KIK63171.1
A0A0S7DRP2,GAQ05143.1
U7PXV8,ERS99791.1
A0A067PYR7,KDQ59938.1
A0A067Q8Y0,KDQ59937.1
M7T000,EMR69917.1
A0A0G2FXI2,KKY38614.1
A0A1V6NHB3,OQD64124.1
A0A0C3P1H6,KIP11674.1
A0A0B2WIH5,KHN95831.1
A0A2J6PDT9,PMD12197.1
A0A135LEG0,KXG47349.1
F8MIU8,EGO59845.1
A0A2S7QPN7,PQE28493.1
A0A0C3BL85,KIM32211.1
W6ZUP5,EUC51279.1
A0A2T5LVV9,PTU20411.1
A0A074VZL7,KEQ65973.1
A0A0C2IYL9,KIH91810.1
A0A0C9TM26,KIJ30963.1
A0A0C9V2R0,KIJ35937.1
A0A1G4B2Y9,OHE95685.1
L7I3Q4,ELQ37596.1
F4NYT1,EGF82084.1
F4NWG7,EGF82476.1
K1Y2Y5,EKD19514.1
F4NWG6,EGF82475.1
A0A177WJF7,OAJ40269.1
N4UEX5,ENH73794.1
A0A177WJP0,OAJ39561.1
A0A0F8XS24,KKK26317.1
A0A1Q3EDF6,GAW05243.1
A0A177WJ99,OAJ39560.1
A0A177WHG7,OAJ39513.1
A0A2P7ZDV8,PSK46392.1
A0A0B7JMU4,CEO44085.1
A1CCK5,EAW12262.1
A0A1Y2ME91,OSS53807.1
A0A179ICA6,OAQ99270.1
A0A2T3AKU0,PSS02199.1
A0A2K0U389,PNP52220.1
F9FLV9,EGU82111.1
K5WPG2,EKM61315.1
A0A1Y1X7Z9,ORX81891.1
A0A166CV12,KZP14029.1
A0A1Y1X814,ORX81887.1
A0A167UMU7,KZP04104.1
A0A1Y1X851,ORX81888.1
A0A0B4GGU1,KID78987.1
A0A1Y1X815,ORX81889.1
A0A1L9SDS2,OJJ45263.1
A0A135TGC7,KXH47178.1
A0A225AAS7,OKL55803.1
A0A167U9L8,OAA61358.1
A0A2N1LDR8,PKK47510.1
A0A2K3QBY6,PNY25031.1
G2WQF3,EGY13913.1
A0A2I2FAV7,PLB37743.1
A0A167Q3C5,KZO99371.1
A0A0U1LJ75,CRG83023.1
G9MW23,EHK21319.1
A0A0C9UNL5,KIJ30442.1
A0A1L7T9K8,CVK93472.1
W3XBA0,ETS83289.1
A0A2U3E7D2,PWI70435.1
W6Q2T8,CDM30645.1
G4MSX6,EHA54635.1
A0A0C9UQY9,KIJ31532.1
A0A101MN89,KUM63674.1
A3M8J6,ABO13240.2
B0V4Z4,CAM85613.1
B9MDX6,ACM32230.1
A1KC82,CAL96438.1
A0RJR6,ABK87459.1
Q81KR6,AAT56866.1
Q81KR6,AAT34042.1
Q81KR6,AAP28608.1
A7Z9K9,ABS75685.1
A9VKI1,ABY45658.1
A1URL2,ABM45284.1
Q6G4F8,CAF27196.1
Q6G160,CAF25789.1
A9IQ78,CAK01022.1
A9HW97,CAP40454.1
Q6FE93,CAG67615.1
B7GWU1,ACJ58696.1
B7I868,ACJ41911.1
B2HYF5,ACC58394.1
B0VRV0,CAO99991.1
Q8UHY0,AAK86343.1
Q72Z61,AAS43709.1
B7IKT7,ACK94147.1
P94585,CAB05944.1
P94585,CAB15653.1
Q89ZV7,AAO79369.1
A6L685,ABR41199.1
A0KNB2,ABK39459.1
B7JS48,ACK90573.1
C1EV23,ACO28541.1
A7GTU7,ABS23555.1
B9J176,ACM14914.1
Q816Z0,AAP11576.1
Q633B8,AAU15849.1
Q5LGV7,CAH06629.1
Q64XQ8,BAD47718.1
Q7WDW9,CAE35232.1
A1W457,ABM41032.1
A3N2P0,ABN74676.1
B3H2I9,ACE62306.1
B0BRR8,ABY70177.1
A6VKX7,ABR73624.1
A4SJT9,ABO89161.1
B9J924,ACM25426.1
A8MGZ0,ABW18877.1
B8J6V0,ACL67072.1
B4UD86,ACG74884.1
B7GLN3,ACJ34429.1
Q5P4W4,CAI07648.1
C1DER3,ACO80242.1
C3PBD7,ACQ49002.1
C3L9Y0,ACP17262.1
B7H732,ACK62845.1
B7HSK8,ACJ78800.1
Q6HCK7,AAT63638.1
Q65E27,AAU25312.1
Q65E27,AAU42687.1
A8FI71,ABV63938.1
Q6MRC6,CAE77832.1
B2ID03,ACB96768.1
Q7W2W9,CAE39561.1
A9AIS5,ABX15006.1
A9AIS5,BAG43845.1
Q16BG3,ABG30680.1
Q02W23,ABJ73849.1
A7HR02,ABS62335.1
B2T3W8,ACD16279.1
Q1WVR1,ABD98836.1
B4TJY1,ACF66665.1
Q5N075,BAD80295.1
B4SGK3,ACF44939.1
P73553,BAA17593.1
Q5WTR2,CAH16701.1
A1VK53,ABM36031.1
B8H6A4,ACL97165.1
Q7MUZ1,AAQ66399.1
C5CQL2,ACS17838.1
B7NDR2,CAR14912.1
A6WT30,ABS09969.1
B3EL80,ACE04668.1
A4WF99,ABP62379.1
C3K2E3,CAY52476.1
A5FKC3,ABQ04351.1
Q0SWK0,ABG87077.1
B0U1E0,ACA11081.1
Q3YWW9,AAZ89993.1
P0A5K9,SIT99610.1
B3EA78,ACD93906.1
Q4FUU9,AAZ18209.1
A4TH19,ABP38582.1
P68805,AAC38560.1
Q4QMW0,AAX87637.1
A5UEB0,ABQ99111.1
Q0I185,ABI24318.1
A3NWF4,ABN90350.1
B2JGJ7,ACC70182.1
B7M0Z6,CAR00242.1
A5VIB3,ABQ82587.1
B5RH45,CAR39799.1
B8GTM8,ACL73122.1
B4TXB4,ACF91760.1
P0A1X9,CAD09175.1
P0A1X9,AAO71561.1
A8GKG9,ABV43609.1
Q9KLX9,AAF96513.1
B1LGP7,ACB16073.1
B7V0F9,CAW29753.1
Q3BQ08,CAJ25155.1
A4SEF1,ABP36860.1
B9EBV2,BAH17713.1
Q65QF7,AAU38803.1
Q8P626,AAM42426.1
A8AQI5,ABV15748.1
A6M387,ABR37067.1
Q8RFE0,AAL94962.1
B1J2X0,ACA71298.1
Q8ZJ83,AAS60512.1
Q8ZJ83,AAM87563.1
Q8ZJ83,CAL18921.1
A7X204,BAF78219.1
Q2FH87,ABD21377.1
Q5NNP2,AAV89668.1
B2UDT8,ACD28329.1
A4IMP7,ABO66601.1
Q7VKA0,AAP96733.1
Q9X722,BAA77454.1
P68806,BAB95100.1
B9DP78,CAL27897.1
Q5HPJ2,AAW54294.1
Q8CPC4,AAO04627.1
Q49XE2,BAE18555.1
Q98DH7,BAB51294.1
Q98DG5,BAB51306.1
Q98B79,BAB52093.1
A1TTF7,ABM34245.1
A4YWD8,CAL78214.1
C0Z921,BAH42491.1
Q11TN7,ABG59227.1
C0RH35,ACO00143.1
Q0C5R9,ABI76445.1
A5VNQ9,ABQ60269.1
B0CJU8,ABY37439.1
B8FTI4,ACL20418.1
Q24Y14,BAE83078.1
B8DR67,ACL09545.1
Q3SRA3,ABA05188.1
B2GEU1,BAG28173.1
Q8CUT6,BAC12977.1
A6L898,ABR41912.1
B7NLL0,CAR19899.1
B7N0T1,CAR09949.1
Q88X97,CCC78690.1
Q2SWU6,ABC37957.1
O68284,AAC38559.1
C6DFR9,ACT14808.1
A7GXI2,EAU00790.1
A5IEQ9,ABQ55859.1
A1APN2,ABK99302.1
Q9A2H6,AAK25547.1
P0A742,AAA24771.1
P0A742,CAA36360.1
P0A742,AAC76316.1
P0A742,BAE78001.1
P0A742,AAA58088.1
Q1I4K7,CAK17429.1
B7KPQ5,ACK83641.1
Q2P0I7,BAE69940.1
Q1H3M0,ABE48917.1
Q5GXD6,AAW76635.1
A5W917,ABQ80627.1
B2U2R0,ACD06637.1
B0KHQ5,ABZ00526.1
Q88E23,AAN70218.1
A1KHC1,CAL71027.1
B8ZU13,CAR70271.1
A6U1G8,ABR52286.1
Q664V0,CAH22907.1
C5DA22,ACS24136.1
Q8XVA1,CAD16637.1
Q5FNB7,AAW62130.1
P68803,BAB57509.1
Q6GH57,CAG40358.1
Q0BEC9,ABI87494.1
Q39FB0,ABB08856.1
A8YTR2,ABX26653.1
A4WVB7,ABP71331.1
B6JGA5,ACI92956.1
B6JGA5,AEI06888.1
A2SBC7,ABN03404.1
B5YT10,ACI37287.1
A1V513,ABM50677.1
B4STT2,ACF52895.1
A9MN76,ABX24006.1
Q67PL7,BAD40376.1
Q63T62,CAH36110.1
Q6CZZ8,CAG76900.1
A8A595,ABV07699.1
A7ZCB7,EAT98963.1
A7I339,ABS51825.1
A9N8B5,ABX69568.1
Q3SG48,AAZ98408.1
B1MZU9,ACA83051.1
C4LE79,ACQ92900.1
B4F1L3,CAR46437.1
B6I204,BAG79089.1
Q3B3W2,ABB23969.1
C3LVM7,ACP07532.1
Q8Y5J6,CAD00142.1
Q8EJE5,AAN53603.1
Q4UXZ0,AAY48083.1
Q7NYB4,AAQ59035.1
A9W5W6,ABY30972.1
Q0HQW4,ABI44491.1
P53380,BAB79880.1
P53380,BAA08847.1
Q3K6I0,ABA76624.1
Q31VY6,ABB67772.1
Q87FA1,AAO27934.1
B9M9E4,ACM18702.1
C1ALX4,BAH25303.1
A9R923,ABX86811.1
Q1CCX2,ABG20158.1
Q1CCX2,EEO74745.1
A5U127,ABQ72727.1
P9WJN4,AAK45261.1
P9WJN5,CCP43735.1
A0PWB0,ABL06629.1
Q1QL44,ABE63053.1
B5ZPK8,ACI53525.1
A5UH89,ABR00145.1
P68804,BAB42440.1
Q2IWV4,ABD07306.1
Q214K6,ABD88180.1
A9B815,ABX05948.1
A3PMB5,ABN77481.1
Q4L656,BAE04869.1
Q7W079,CAE40657.1
Q89K46,BAC50336.1
C0QYW6,ACN83054.1
Q0K6A4,CAJ94467.1
Q2YPJ2,CAJ10304.1
A4G9H5,CAL63162.1
Q47AR9,AAZ48062.1
A5FPV4,ABQ17776.1
Q3ZYR8,CAI83394.1
A6T365,ABR88660.1
B5XNC0,ACI07211.1
A8LLI0,ABV91990.1
B3WAS8,CAQ67797.1
Q2G9Z8,ABD25325.1
Q3IZY4,ABA79900.1
Q04FK1,ABJ56771.1
A3MKN7,ABO04211.1
Q9CDW0,AAK06199.1
A5UVR8,ABQ90721.1
Q5LMR7,AAV96721.1
A3NAN4,ABN82530.1
C4ZUE5,ACR63728.1
B2G5U0,BAG24822.1
Q31LP8,ABB58021.1
Q2JSN8,ABD00331.1
C1DBZ0,ACO75543.1
Q5X1Y7,CAH13759.1
C0PZV3,ACN47563.1
Q929V3,CAC97400.1
C1KX17,CAS05844.1
Q48DU1,AAZ36502.1
B8DH65,ACK38853.1
A9L4L5,ABX51131.1
A0AKH0,CAK21502.1
Q9HVH7,AAG08002.1
B0RPI5,CAP50370.1
A0KSJ1,ABK46760.1
O68286,AAC38561.1
B2SWL6,ACD60227.1
A2SE21,ABM93810.1
A7FNK6,ABS47833.1
Q2NQQ0,BAE75525.1
Q87WB2,AAO58087.1
A5VBY5,ABQ69801.1
Q9Z5G4,CAB36692.1
Q9Z5G4,CAC29686.1
Q39SN1,ABB32743.1
Q1QDU6,ABE74157.1
A5ISN0,ABQ49203.1
Q1MLQ8,CAK06095.1
A6QGQ0,BAF67532.1
P44789,AAC22286.1
Q6N6D0,CAE28128.1
A9BX57,ABX38133.1
A6TEU4,ABR79078.1
Q1BHB3,ABF80992.1
Q03SF6,ABJ63866.1
B4EC31,CAR52324.1
B7UK14,CAS11101.1
B7MCQ6,CAR04895.1
Q74HV9,AAS09581.1
P0A743,AAG58412.1
P0A743,BAB37579.1
Q62JH4,AAU47709.1
Q034S0,ABJ71302.1
B2FSD7,CAQ47191.1
Q57J60,AAX67252.1
Q2LUI9,ABC77746.1
A4JF27,ABO54880.1
A1AGI2,ABJ02772.1
Q5PIT4,AAV79093.1
Q5ZSH7,AAU28600.1
B4RCK7,ACG76606.1
B1Y2I5,ACB33201.1
B2RJU3,BAG33638.1
A9WJI9,ABY35893.1
P0A1X8,AAF78240.1
P0A1X8,CAA56664.1
P0A1X8,AAL22273.1
B8ECI1,ACK48266.1
A6VC02,ABR86036.1
Q1R642,ABE09172.1
A1BFW8,ABL65295.1
B2VK97,CAO98178.1
B1YKK2,ACB60185.1
C4KYQ8,ACQ70221.1
Q0TUQ9,ABG84102.1
A1RFK8,ABM23453.1
A6GYI6,CAL43159.1
Q898L6,AAO35063.1
A1JRZ6,CAL13912.1
A6U5U5,ABR59025.1
Q1C2X5,ABG15197.1
Q1GUG3,ABF52709.1
Q749E9,AAR36188.1
A9WMF7,ABY23470.1
B3PNR8,ACE89631.1
Q2KCQ1,ABC89385.1
Q5HG71,AAW36632.1
Q6G9L1,CAG43065.1
B5FJI6,ACH77056.1
B1X6E2,ACB04352.1
Q38V39,CAI55945.1
Q2JLN5,ABD02372.1
Q03D91,ABJ68831.1
Q0TCH1,ABG71358.1
B0T274,ABZ69243.1
B1IQ09,ACA76101.1
Q03YJ0,ABJ61732.1
B4S9H4,ACF46644.1
Q3ANR9,ABB27304.1
Q71XV0,AAT04865.1
A3CZU7,ABN60010.1
Q82ZB4,AAO82828.1
A4YAR8,ABP77051.1
Q4K5Q6,AAY94569.1
Q0HMW6,ABI37601.1
B1ZC68,ACB80764.1
B2I658,ACB91485.1
B1M0R9,ACB23039.1
